age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,unknown,single,secondary,no,2753,yes,no,unknown,10,jun,194,1,-1,0,unknown,no
53,services,single,tertiary,no,-1180,yes,no,telephone,21,nov,68,6,-1,0,unknown,no
19,retired,single,tertiary,no,-5774,no,no,unknown,25,aug,31,5,-1,0,unknown,no
31,management,married,unknown,no,2467,no,no,telephone,3,jun,218,7,-1,0,unknown,no
30,unemployed,divorced,tertiary,no,964,no,no,telephone,3,oct,695,1,-1,0,unknown,yes
46,housemaid,single,unknown,no,-282,yes,no,cellular,28,jun,38,1,-1,0,unknown,no
29,student,divorced,tertiary,no,3721,yes,no,telephone,18,oct,314,8,357,3,failure,no
56,technician,divorced,secondary,no,1287,yes,no,telephone,24,jun,148,6,-1,0,unknown,no
19,entrepreneur,married,tertiary,no,-2546,no,yes,cellular,23,jul,89,8,67,2,success,no
49,housemaid,married,secondary,no,-4388,no,no,cellular,18,may,494,6,-1,0,unknown,yes
30,unknown,married,primary,no,-1974,yes,no,unknown,4,dec,157,6,-1,0,unknown,no
63,unknown,single,tertiary,no,8623,yes,no,cellular,7,nov,225,7,-1,0,unknown,no
44,housemaid,married,tertiary,no,3597,yes,no,telephone,1,sep,151,2,15,2,other,no
66,unknown,single,tertiary,no,1990,yes,no,cellular,16,jul,21,3,-1,0,unknown,no
58,unemployed,single,secondary,no,876,no,yes,cellular,17,jan,233,4,-1,0,unknown,no
34,housemaid,single,tertiary,no,678,yes,no,unknown,8,nov,140,1,-1,0,unknown,no
57,housemaid,single,tertiary,no,4935,no,no,cellular,6,dec,23,9,307,4,success,no
48,services,married,unknown,no,-53,no,no,telephone,2,dec,233,9,193,2,success,no
51,management,single,primary,no,3158,no,yes,telephone,26,sep,2,4,-1,0,unknown,no
41,technician,married,secondary,no,374,no,no,telephone,10,nov,60,1,145,4,other,no
62,unknown,married,unknown,no,7260,no,no,cellular,31,jun,391,1,-1,0,unknown,no
52,services,single,secondary,no,3656,no,no,cellular,17,nov,9,6,-1,0,unknown,no
65,self-employed,married,unknown,no,5170,yes,no,telephone,19,aug,268,2,58,2,other,no
23,self-employed,divorced,primary,no,-335,no,no,cellular,28,sep,771,1,-1,0,unknown,yes
36,retired,married,unknown,no,4606,no,no,unknown,4,nov,48,2,-1,0,unknown,no
47,retired,married,secondary,no,482,yes,no,unknown,13,nov,139,7,-1,0,unknown,no
24,blue-collar,single,tertiary,no,1754,no,no,unknown,21,feb,221,4,-1,0,unknown,no
27,unemployed,single,tertiary,no,6342,no,no,unknown,27,feb,154,7,-1,0,unknown,no
58,unemployed,married,primary,no,-1714,no,yes,telephone,26,may,249,7,-1,0,unknown,no
49,admin.,single,secondary,no,2034,yes,no,cellular,19,may,133,4,-1,0,unknown,no
51,technician,divorced,secondary,no,2740,no,no,unknown,31,dec,41,2,-1,0,unknown,no
45,student,divorced,secondary,no,2987,yes,yes,telephone,16,oct,24,9,-1,0,unknown,no
32,housemaid,single,primary,no,66,no,no,unknown,31,oct,351,3,-1,0,unknown,yes
47,unknown,married,tertiary,no,7700,yes,no,cellular,13,feb,70,1,295,1,failure,no
54,technician,divorced,unknown,no,-2473,no,no,unknown,30,oct,485,8,-1,0,unknown,yes
46,blue-collar,divorced,primary,no,5812,yes,no,unknown,5,apr,350,4,-1,0,unknown,no
39,self-employed,married,unknown,no,5079,yes,no,unknown,12,sep,13,9,144,3,success,no
21,self-employed,single,tertiary,no,7142,yes,no,unknown,7,apr,57,8,-1,0,unknown,no
37,admin.,divorced,primary,no,-3355,yes,no,cellular,27,jan,89,7,-1,0,unknown,no
49,services,married,tertiary,yes,-1191,no,no,telephone,9,may,232,9,-1,0,unknown,no
53,technician,married,unknown,no,5912,no,no,unknown,5,feb,428,2,-1,0,unknown,yes
67,services,divorced,secondary,no,-4225,yes,no,telephone,4,jun,16,4,-1,0,unknown,no
21,retired,single,secondary,no,-3410,yes,yes,cellular,10,jan,74,5,-1,0,unknown,no
44,self-employed,divorced,unknown,no,-46,yes,no,cellular,16,jul,121,5,-1,0,unknown,no
34,unknown,married,secondary,no,2000,no,no,unknown,11,jul,52,1,-1,0,unknown,no
29,blue-collar,divorced,unknown,no,6214,yes,yes,telephone,29,apr,203,9,-1,0,unknown,no
39,housemaid,single,primary,no,865,yes,no,unknown,9,sep,167,9,-1,0,unknown,no
34,student,married,primary,no,-407,yes,no,cellular,24,mar,98,5,-1,0,unknown,no
27,self-employed,single,primary,no,2359,yes,yes,unknown,5,may,187,3,-1,0,unknown,no
71,unknown,divorced,secondary,no,2836,yes,no,unknown,25,may,113,8,-1,0,unknown,no
18,student,divorced,tertiary,no,2750,yes,yes,telephone,11,aug,108,7,-1,0,unknown,no
39,student,single,secondary,no,887,no,yes,cellular,30,oct,79,5,170,4,failure,no
43,management,divorced,secondary,no,-4459,no,yes,unknown,9,oct,200,1,-1,0,unknown,no
73,unemployed,single,tertiary,no,-1338,yes,no,unknown,17,apr,151,7,-1,0,unknown,no
35,blue-collar,divorced,tertiary,no,5696,no,no,unknown,28,jan,56,1,-1,0,unknown,no
67,technician,single,tertiary,no,1985,yes,no,telephone,22,nov,3,1,311,2,other,no
31,unknown,single,tertiary,no,452,no,no,cellular,11,may,42,9,-1,0,unknown,no
64,self-employed,married,secondary,no,4787,yes,no,unknown,21,jan,11,6,-1,0,unknown,no
46,self-employed,married,unknown,no,-1977,no,yes,unknown,6,mar,145,7,-1,0,unknown,no
29,self-employed,single,primary,no,744,no,no,unknown,26,jun,65,2,-1,0,unknown,no
53,entrepreneur,divorced,unknown,no,1837,yes,yes,cellular,16,jan,140,8,-1,0,unknown,no
52,unemployed,divorced,secondary,no,94,no,yes,telephone,19,oct,103,7,-1,0,unknown,no
69,unemployed,divorced,tertiary,no,1726,yes,no,telephone,14,mar,199,5,-1,0,unknown,no
29,entrepreneur,single,primary,no,858,no,no,unknown,3,jul,332,8,-1,0,unknown,yes
24,student,single,primary,no,-2787,yes,no,unknown,10,feb,168,2,-1,0,unknown,no
46,student,single,unknown,no,1969,yes,no,telephone,21,jun,16,6,-1,0,unknown,no
28,self-employed,single,secondary,no,-2574,no,no,telephone,23,jul,4,4,-1,0,unknown,no
50,admin.,married,secondary,no,1921,yes,no,telephone,4,dec,61,7,-1,0,unknown,no
23,admin.,single,secondary,no,5557,yes,no,unknown,22,dec,142,6,-1,0,unknown,no
64,entrepreneur,divorced,primary,no,577,yes,no,unknown,21,feb,11,6,-1,0,unknown,no
32,management,married,unknown,no,-2101,no,no,telephone,2,nov,102,5,-1,0,unknown,no
49,retired,divorced,primary,no,1040,yes,no,telephone,13,nov,562,5,-1,0,unknown,yes
68,entrepreneur,single,primary,no,-1080,yes,yes,cellular,11,may,24,2,-1,0,unknown,no
28,retired,married,tertiary,no,3211,no,no,unknown,12,oct,765,7,-1,0,unknown,yes
40,unknown,single,unknown,no,977,yes,no,cellular,1,dec,501,7,138,4,failure,yes
43,management,married,tertiary,no,6567,yes,no,telephone,22,oct,459,8,39,4,other,yes
51,student,divorced,secondary,no,4922,yes,no,unknown,21,jan,514,4,-1,0,unknown,yes
63,blue-collar,single,primary,no,962,yes,yes,unknown,9,mar,21,9,-1,0,unknown,no
51,student,single,unknown,no,3576,yes,no,cellular,12,jan,42,3,-1,0,unknown,no
46,retired,married,secondary,no,239,no,yes,cellular,7,dec,37,3,-1,0,unknown,no
21,unemployed,married,unknown,no,1525,yes,no,cellular,17,mar,30,2,232,3,failure,no
34,unknown,single,primary,no,335,yes,no,cellular,29,apr,102,7,-1,0,unknown,no
52,unemployed,married,unknown,no,3729,yes,no,unknown,10,dec,457,2,-1,0,unknown,yes
30,management,single,secondary,no,5734,yes,yes,telephone,6,dec,74,7,-1,0,unknown,no
58,student,married,tertiary,no,3826,no,yes,telephone,27,may,72,3,-1,0,unknown,no
56,retired,divorced,primary,no,4197,yes,no,telephone,7,apr,290,1,-1,0,unknown,yes
32,services,married,tertiary,yes,4200,yes,no,cellular,19,apr,26,8,-1,0,unknown,no
72,management,divorced,primary,no,3081,yes,no,telephone,14,sep,115,8,-1,0,unknown,no
46,management,married,secondary,no,-2005,no,yes,cellular,25,sep,90,1,-1,0,unknown,no
46,services,married,primary,no,6541,yes,no,cellular,27,sep,484,6,271,2,failure,yes
28,unknown,single,tertiary,no,6852,yes,yes,telephone,30,nov,186,4,-1,0,unknown,no
69,retired,married,primary,no,719,no,no,telephone,30,may,268,5,381,4,success,no
49,retired,married,secondary,no,307,yes,no,telephone,11,nov,35,8,-1,0,unknown,no
19,self-employed,divorced,primary,no,3265,no,no,unknown,2,may,682,8,-1,0,unknown,yes
64,unemployed,married,tertiary,no,3080,no,no,cellular,1,feb,100,7,-1,0,unknown,no
31,management,single,secondary,no,815,yes,no,unknown,26,jun,316,5,-1,0,unknown,no
37,management,divorced,tertiary,no,-2338,yes,no,telephone,10,feb,797,6,-1,0,unknown,yes
39,housemaid,single,primary,no,2342,no,no,unknown,12,oct,183,8,152,2,success,no
28,blue-collar,single,unknown,no,3082,no,no,unknown,9,may,182,5,303,1,other,no
44,management,single,tertiary,no,3606,no,no,telephone,23,nov,32,3,-1,0,unknown,no
20,technician,single,primary,no,2474,yes,no,telephone,26,dec,127,9,-1,0,unknown,no
34,blue-collar,divorced,unknown,yes,607,yes,yes,cellular,29,dec,493,9,96,4,success,yes
61,technician,married,unknown,no,4413,no,yes,cellular,11,may,37,1,-1,0,unknown,no
73,retired,single,secondary,no,1621,yes,no,unknown,1,apr,643,7,33,2,failure,yes
45,blue-collar,divorced,unknown,no,24,no,no,telephone,20,may,283,4,-1,0,unknown,no
46,management,single,tertiary,no,879,yes,no,cellular,10,jul,140,6,240,1,success,no
38,services,married,tertiary,no,-3830,no,no,cellular,29,oct,204,7,-1,0,unknown,no
64,unemployed,divorced,unknown,no,874,yes,no,unknown,19,feb,42,8,-1,0,unknown,no
33,technician,divorced,primary,no,3494,yes,no,unknown,27,jan,63,5,-1,0,unknown,no
54,self-employed,married,tertiary,no,2445,no,no,unknown,23,apr,87,5,-1,0,unknown,no
37,blue-collar,divorced,tertiary,no,5998,yes,no,telephone,21,jul,125,6,-1,0,unknown,no
23,management,married,secondary,no,631,yes,no,cellular,25,jan,637,7,-1,0,unknown,yes
36,blue-collar,divorced,primary,no,2889,yes,yes,cellular,11,apr,118,5,-1,0,unknown,no
74,management,divorced,unknown,no,3808,no,no,cellular,3,jun,191,5,-1,0,unknown,no
22,management,married,primary,no,8472,no,no,unknown,27,jun,45,4,-1,0,unknown,no
20,management,married,secondary,no,1858,yes,no,telephone,16,jan,343,1,-1,0,unknown,yes
18,housemaid,divorced,secondary,no,-1718,yes,no,unknown,22,jul,211,7,-1,0,unknown,no
55,unemployed,divorced,primary,no,3974,yes,no,unknown,10,may,149,7,-1,0,unknown,no
32,services,married,secondary,no,7036,no,no,telephone,2,jun,758,6,-1,0,unknown,yes
51,services,married,secondary,no,452,yes,yes,telephone,19,jan,571,2,-1,0,unknown,yes
52,blue-collar,divorced,secondary,no,3953,yes,no,unknown,4,jul,277,2,-1,0,unknown,no
66,blue-collar,divorced,primary,no,5120,yes,no,telephone,16,apr,657,6,-1,0,unknown,yes
42,management,divorced,secondary,no,4483,yes,no,unknown,6,mar,214,9,-1,0,unknown,no
41,housemaid,married,unknown,no,1800,no,no,cellular,11,dec,452,5,-1,0,unknown,yes
29,management,divorced,unknown,no,-678,yes,no,telephone,17,nov,135,7,366,4,success,no
35,housemaid,single,tertiary,no,1178,yes,no,cellular,31,apr,23,2,-1,0,unknown,no
32,management,married,unknown,no,2802,no,yes,telephone,15,sep,1326,6,299,3,success,yes
61,technician,divorced,tertiary,no,4155,no,no,unknown,22,may,46,6,-1,0,unknown,no
33,technician,married,primary,no,2427,yes,no,unknown,4,dec,74,6,-1,0,unknown,no
44,retired,single,secondary,no,279,yes,no,unknown,24,may,45,6,-1,0,unknown,no
25,management,married,unknown,no,3094,yes,no,unknown,25,aug,106,4,-1,0,unknown,no
63,unemployed,divorced,tertiary,no,4010,no,no,unknown,8,jul,88,5,-1,0,unknown,no
42,self-employed,single,primary,no,2565,no,no,unknown,24,mar,237,4,-1,0,unknown,no
34,retired,single,tertiary,yes,-1093,yes,yes,telephone,29,jan,1456,6,277,1,success,yes
46,blue-collar,divorced,secondary,no,877,yes,no,telephone,29,dec,13,9,14,2,failure,no
70,unknown,divorced,unknown,no,4274,yes,no,cellular,18,nov,388,5,-1,0,unknown,yes
25,management,divorced,primary,no,-2738,no,no,telephone,14,feb,35,5,-1,0,unknown,no
32,student,married,tertiary,no,-4875,yes,no,telephone,26,mar,5,3,-1,0,unknown,no
44,technician,married,primary,no,5960,no,no,cellular,2,nov,262,7,99,2,failure,no
63,unknown,married,tertiary,no,2961,no,no,cellular,16,jan,533,5,-1,0,unknown,yes
67,housemaid,divorced,tertiary,no,3248,yes,no,unknown,22,jan,50,2,-1,0,unknown,no
69,unknown,divorced,secondary,no,-1817,yes,no,cellular,15,aug,107,9,-1,0,unknown,no
24,unemployed,married,secondary,no,3642,no,yes,cellular,21,aug,47,5,-1,0,unknown,no
20,management,single,tertiary,no,2251,yes,no,telephone,6,feb,611,7,-1,0,unknown,yes
46,services,married,unknown,no,-3344,no,no,unknown,9,aug,81,7,18,4,other,no
61,unknown,single,primary,no,5708,yes,no,cellular,12,nov,151,8,-1,0,unknown,no
70,services,divorced,primary,no,1900,no,no,unknown,10,feb,580,4,144,1,other,yes
41,housemaid,divorced,secondary,no,231,no,no,unknown,7,nov,207,7,268,2,success,no
20,retired,married,unknown,no,285,no,no,cellular,5,may,696,3,-1,0,unknown,yes
37,services,married,tertiary,no,-4640,yes,no,cellular,26,jan,673,9,-1,0,unknown,yes
63,retired,divorced,secondary,no,3208,no,yes,cellular,23,sep,159,8,-1,0,unknown,no
32,technician,married,tertiary,no,2210,yes,no,cellular,8,apr,225,9,40,2,failure,no
42,self-employed,divorced,tertiary,no,839,yes,no,unknown,27,oct,67,2,-1,0,unknown,no
47,management,divorced,secondary,no,5269,yes,no,telephone,12,nov,1202,4,-1,0,unknown,yes
31,unknown,single,unknown,no,-2741,yes,no,unknown,1,feb,84,1,-1,0,unknown,no
24,technician,married,primary,no,-372,yes,yes,unknown,10,jan,394,8,-1,0,unknown,yes
34,technician,divorced,secondary,no,-1134,yes,no,unknown,11,jun,96,4,-1,0,unknown,no
61,student,married,unknown,no,584,no,no,cellular,27,nov,96,4,-1,0,unknown,no
37,entrepreneur,single,tertiary,no,1626,no,no,cellular,23,aug,28,7,-1,0,unknown,no
53,admin.,single,secondary,no,2716,yes,no,telephone,20,apr,211,6,-1,0,unknown,no
26,unemployed,married,primary,no,378,no,no,telephone,5,jan,72,3,-1,0,unknown,no
55,retired,married,primary,no,-1216,yes,yes,telephone,13,jan,41,8,-1,0,unknown,no
65,self-employed,divorced,tertiary,no,6496,yes,no,unknown,18,jun,66,2,-1,0,unknown,no
74,entrepreneur,single,secondary,no,8679,no,yes,telephone,10,feb,74,1,-1,0,unknown,no
39,admin.,single,primary,no,1854,yes,no,unknown,21,may,180,2,347,2,success,no
71,self-employed,single,secondary,no,-854,no,no,cellular,25,feb,125,9,-1,0,unknown,no
70,unemployed,married,primary,no,5862,yes,no,unknown,17,sep,20,5,-1,0,unknown,no
70,retired,divorced,tertiary,no,-2930,yes,no,cellular,19,feb,198,5,358,3,success,no
19,management,married,tertiary,no,415,yes,no,cellular,4,may,399,6,-1,0,unknown,yes
41,unemployed,married,secondary,no,-671,no,yes,telephone,9,apr,220,3,-1,0,unknown,no
25,unknown,married,unknown,no,-2066,no,no,cellular,18,nov,947,1,-1,0,unknown,yes
28,technician,divorced,unknown,no,580,no,no,telephone,16,jan,26,8,-1,0,unknown,no
30,student,married,tertiary,no,-1177,yes,yes,telephone,7,oct,444,7,-1,0,unknown,yes
34,admin.,single,primary,no,1461,yes,no,telephone,25,sep,181,8,-1,0,unknown,no
25,admin.,single,unknown,no,1504,no,no,unknown,12,mar,190,9,-1,0,unknown,no
38,self-employed,single,tertiary,yes,-446,yes,no,telephone,26,oct,188,2,-1,0,unknown,no
35,student,divorced,primary,no,308,yes,no,telephone,4,aug,101,5,-1,0,unknown,no
47,admin.,married,primary,no,728,no,yes,cellular,21,apr,101,2,-1,0,unknown,no
35,student,divorced,unknown,no,3859,yes,no,unknown,28,nov,257,8,-1,0,unknown,no
63,retired,married,tertiary,yes,976,yes,yes,telephone,12,sep,11,4,-1,0,unknown,no
64,unknown,single,primary,no,3904,no,yes,telephone,12,may,229,4,-1,0,unknown,no
48,unemployed,married,primary,no,3185,no,no,telephone,26,feb,332,8,-1,0,unknown,no
55,technician,married,secondary,no,3142,no,no,cellular,4,aug,113,7,-1,0,unknown,no
49,unknown,married,secondary,no,5599,yes,no,cellular,12,apr,63,1,194,2,failure,no
28,entrepreneur,divorced,unknown,no,-1945,yes,no,cellular,23,feb,61,7,-1,0,unknown,no
62,management,married,secondary,no,0,no,no,telephone,8,jun,22,3,-1,0,unknown,no
42,student,married,tertiary,no,6728,no,no,telephone,24,jan,24,5,-1,0,unknown,no
50,services,married,unknown,no,648,yes,no,telephone,31,aug,47,8,-1,0,unknown,no
55,unknown,divorced,unknown,no,-7047,no,no,telephone,30,sep,4,6,-1,0,unknown,no
58,self-employed,divorced,secondary,no,812,no,no,telephone,30,jul,79,8,-1,0,unknown,no
25,entrepreneur,divorced,primary,no,1829,yes,no,cellular,31,sep,94,5,-1,0,unknown,no
28,technician,married,tertiary,no,-6451,no,no,telephone,3,feb,1378,9,-1,0,unknown,yes
39,self-employed,single,tertiary,no,5436,yes,yes,unknown,16,nov,1235,6,-1,0,unknown,yes
68,self-employed,single,tertiary,no,-724,yes,no,telephone,2,jan,53,9,-1,0,unknown,no
41,services,single,unknown,no,2411,yes,no,cellular,6,jul,61,4,-1,0,unknown,no
58,student,married,tertiary,no,743,no,no,telephone,28,apr,174,2,-1,0,unknown,no
34,services,single,primary,no,-2453,no,no,unknown,17,oct,41,8,-1,0,unknown,no
29,unknown,single,primary,no,-1798,no,no,telephone,12,aug,180,5,-1,0,unknown,no
74,self-employed,single,secondary,no,-1390,no,yes,unknown,9,mar,131,2,-1,0,unknown,no
63,admin.,married,tertiary,no,4689,yes,no,unknown,16,jul,101,6,-1,0,unknown,no
49,blue-collar,single,unknown,no,979,yes,no,cellular,7,jul,446,3,-1,0,unknown,yes
32,technician,single,secondary,no,-147,yes,no,unknown,8,nov,454,1,-1,0,unknown,yes
33,admin.,married,primary,no,-1389,yes,no,telephone,7,oct,1138,6,-1,0,unknown,yes
71,technician,divorced,tertiary,no,5022,no,yes,unknown,21,sep,65,8,-1,0,unknown,no
39,student,single,primary,no,5828,yes,no,telephone,5,nov,565,1,-1,0,unknown,yes
45,blue-collar,divorced,secondary,no,4987,no,no,telephone,23,apr,199,3,-1,0,unknown,no
37,management,single,primary,no,2904,yes,no,telephone,7,oct,230,6,378,1,other,no
50,blue-collar,married,tertiary,no,2295,yes,no,telephone,18,jan,584,3,-1,0,unknown,yes
27,student,divorced,tertiary,no,-2235,yes,no,cellular,18,jul,737,7,-1,0,unknown,yes
57,housemaid,divorced,secondary,no,683,no,no,telephone,16,oct,334,6,14,4,failure,no
49,unknown,divorced,tertiary,no,-634,yes,no,cellular,7,dec,110,9,-1,0,unknown,no
67,student,divorced,primary,no,-4069,yes,no,unknown,21,jun,173,6,-1,0,unknown,no
50,unknown,single,primary,no,4603,no,no,telephone,2,nov,246,7,-1,0,unknown,no
19,entrepreneur,single,unknown,no,-670,no,no,unknown,31,jan,455,2,-1,0,unknown,yes
50,admin.,divorced,unknown,no,5021,no,no,cellular,17,sep,276,4,-1,0,unknown,no
50,entrepreneur,single,unknown,no,4076,yes,no,telephone,25,oct,117,5,-1,0,unknown,no
58,housemaid,divorced,primary,no,3098,yes,no,telephone,27,aug,139,2,-1,0,unknown,no
30,blue-collar,divorced,primary,no,3267,no,no,cellular,8,oct,13,7,-1,0,unknown,no
47,unknown,married,secondary,no,-428,no,no,unknown,2,apr,665,4,-1,0,unknown,yes
50,retired,divorced,unknown,no,7013,no,yes,cellular,18,may,23,9,218,3,success,no
30,blue-collar,single,primary,no,1552,yes,no,unknown,19,aug,223,8,-1,0,unknown,no
69,blue-collar,divorced,secondary,no,2331,yes,yes,unknown,20,feb,529,9,250,4,other,yes
43,housemaid,married,primary,yes,-530,yes,no,unknown,9,jun,140,8,-1,0,unknown,no
39,management,single,secondary,no,-1378,no,no,telephone,12,oct,415,5,-1,0,unknown,yes
56,technician,married,unknown,no,2859,yes,no,cellular,22,feb,420,9,-1,0,unknown,yes
19,self-employed,married,unknown,no,2077,no,yes,telephone,19,dec,15,5,-1,0,unknown,no
55,self-employed,divorced,unknown,no,-952,yes,no,cellular,30,nov,137,8,136,3,success,no
56,housemaid,married,primary,no,-2905,no,no,unknown,31,aug,303,4,-1,0,unknown,no
43,technician,married,primary,no,-2398,yes,yes,telephone,8,may,141,5,-1,0,unknown,no
63,unknown,single,secondary,no,5022,yes,no,telephone,22,dec,203,4,-1,0,unknown,no
67,housemaid,married,tertiary,no,-422,yes,no,telephone,8,oct,232,2,-1,0,unknown,no
32,technician,divorced,tertiary,no,403,no,no,unknown,10,mar,42,4,-1,0,unknown,no
51,student,divorced,unknown,no,5787,no,no,cellular,28,feb,136,5,-1,0,unknown,no
59,entrepreneur,divorced,tertiary,no,-1953,yes,no,unknown,18,apr,7,6,230,4,success,no
72,housemaid,married,unknown,no,-764,no,no,telephone,15,aug,41,4,-1,0,unknown,no
61,student,single,secondary,no,-890,yes,yes,telephone,24,jan,185,4,62,4,other,no
66,unknown,divorced,tertiary,no,6291,no,no,unknown,11,oct,219,6,-1,0,unknown,no
57,housemaid,married,tertiary,no,7421,no,yes,telephone,21,mar,40,7,-1,0,unknown,no
28,unknown,divorced,unknown,no,3684,no,no,telephone,26,jan,363,7,175,3,failure,yes
20,housemaid,divorced,secondary,no,3780,yes,yes,cellular,14,feb,120,4,-1,0,unknown,no
23,technician,single,tertiary,no,-323,yes,no,cellular,15,oct,653,5,-1,0,unknown,yes
26,management,divorced,tertiary,no,7282,no,no,cellular,14,nov,126,3,-1,0,unknown,no
23,unemployed,single,tertiary,no,2228,yes,no,cellular,12,jul,41,5,-1,0,unknown,no
26,student,married,secondary,no,3990,yes,no,cellular,4,jan,366,5,-1,0,unknown,yes
56,technician,divorced,secondary,no,1105,no,no,cellular,3,sep,216,4,-1,0,unknown,no
48,admin.,married,tertiary,no,616,yes,no,telephone,12,aug,126,6,43,2,failure,no
49,services,married,unknown,no,6427,no,no,telephone,25,jan,113,5,-1,0,unknown,no
58,student,married,unknown,no,3047,no,no,cellular,26,oct,42,8,-1,0,unknown,no
67,management,divorced,tertiary,no,5790,no,no,unknown,7,jan,107,2,-1,0,unknown,no
29,entrepreneur,single,secondary,no,2191,yes,no,cellular,7,feb,7,6,141,4,other,no
25,blue-collar,divorced,tertiary,no,-1129,yes,no,telephone,22,feb,180,2,-1,0,unknown,no
25,self-employed,married,secondary,no,-332,yes,no,unknown,25,jun,585,6,-1,0,unknown,yes
67,technician,single,tertiary,no,1732,yes,yes,unknown,19,jan,409,4,-1,0,unknown,yes
45,housemaid,married,secondary,no,-462,yes,no,unknown,14,apr,7,1,-1,0,unknown,no
37,technician,single,primary,no,-1909,yes,no,telephone,1,jul,549,6,-1,0,unknown,yes
64,student,divorced,unknown,no,5038,yes,no,unknown,7,dec,155,3,-1,0,unknown,no
24,retired,single,primary,no,-216,yes,no,telephone,25,sep,54,7,-1,0,unknown,no
28,student,divorced,unknown,no,1838,no,no,telephone,31,oct,360,3,-1,0,unknown,no
37,management,married,secondary,no,2314,yes,no,cellular,22,mar,100,4,-1,0,unknown,no
33,unemployed,single,primary,no,-346,yes,no,telephone,10,apr,75,9,-1,0,unknown,no
21,entrepreneur,married,unknown,no,5788,no,no,unknown,18,may,45,7,-1,0,unknown,no
23,retired,single,tertiary,no,-1938,no,no,telephone,13,may,172,4,-1,0,unknown,no
39,unknown,divorced,secondary,yes,2210,yes,no,telephone,8,feb,25,2,-1,0,unknown,no
43,retired,single,secondary,no,2163,no,no,cellular,9,may,397,5,-1,0,unknown,yes
20,technician,single,tertiary,no,1259,yes,no,cellular,26,oct,164,8,-1,0,unknown,no
58,entrepreneur,divorced,tertiary,no,-2479,yes,no,telephone,15,jan,152,2,-1,0,unknown,no
59,technician,divorced,unknown,no,4043,no,no,telephone,8,jul,0,9,-1,0,unknown,no
31,unknown,divorced,secondary,no,3660,no,no,telephone,25,may,439,5,-1,0,unknown,yes
28,student,single,unknown,no,-609,no,no,cellular,1,jun,175,6,-1,0,unknown,no
35,blue-collar,married,tertiary,no,3551,no,no,cellular,3,sep,149,7,-1,0,unknown,no
71,entrepreneur,single,secondary,no,2551,no,yes,unknown,19,mar,369,9,-1,0,unknown,no
29,blue-collar,single,tertiary,no,-2430,no,no,unknown,30,jan,16,7,-1,0,unknown,no
40,management,married,unknown,no,-1146,yes,no,unknown,9,aug,117,4,-1,0,unknown,no
29,management,divorced,unknown,no,4848,no,no,unknown,19,feb,221,5,-1,0,unknown,no
30,blue-collar,single,unknown,no,2354,yes,no,cellular,15,feb,159,3,-1,0,unknown,no
42,management,married,secondary,no,-274,yes,no,cellular,14,oct,51,1,143,3,other,no
62,entrepreneur,divorced,tertiary,no,-1160,yes,no,telephone,26,apr,91,3,-1,0,unknown,no
68,housemaid,divorced,tertiary,no,-127,no,yes,unknown,1,may,92,1,-1,0,unknown,no
36,admin.,single,unknown,no,85,no,no,telephone,3,jan,1244,5,-1,0,unknown,yes
72,management,divorced,unknown,no,-1122,no,no,telephone,2,nov,101,7,-1,0,unknown,no
63,management,divorced,unknown,no,-3817,yes,no,cellular,25,mar,59,9,-1,0,unknown,no
53,technician,married,unknown,no,4853,yes,no,telephone,30,nov,446,4,-1,0,unknown,yes
62,blue-collar,married,primary,no,4343,yes,yes,telephone,1,aug,141,1,-1,0,unknown,no
25,services,divorced,primary,no,-2408,yes,no,cellular,27,jun,151,7,-1,0,unknown,no
46,unemployed,married,primary,no,1833,no,no,cellular,18,mar,205,3,-1,0,unknown,no
72,self-employed,divorced,unknown,no,-1291,yes,no,cellular,1,dec,233,1,-1,0,unknown,no
70,self-employed,single,unknown,no,635,no,no,cellular,9,jul,230,4,-1,0,unknown,no
72,retired,married,tertiary,no,385,yes,no,unknown,7,nov,9,9,-1,0,unknown,no
49,management,divorced,secondary,no,135,yes,no,unknown,30,jun,440,6,-1,0,unknown,yes
68,retired,divorced,tertiary,no,7449,no,no,unknown,13,may,55,6,-1,0,unknown,no
61,entrepreneur,married,primary,no,98,yes,no,telephone,17,aug,89,7,-1,0,unknown,no
35,services,married,tertiary,no,-1009,yes,no,unknown,13,aug,49,1,-1,0,unknown,no
23,unemployed,single,unknown,no,-871,yes,no,cellular,13,mar,375,5,-1,0,unknown,yes
35,blue-collar,divorced,primary,no,4563,no,no,unknown,10,aug,226,4,-1,0,unknown,no
36,student,single,primary,no,-3548,no,no,cellular,28,oct,363,4,-1,0,unknown,no
39,admin.,single,secondary,no,-871,no,yes,unknown,6,sep,273,7,-1,0,unknown,no
54,unemployed,single,secondary,no,5776,no,yes,unknown,5,dec,28,2,-1,0,unknown,no
49,unemployed,married,primary,no,2157,no,no,cellular,10,oct,92,5,-1,0,unknown,no
73,student,single,primary,no,2000,no,no,cellular,14,mar,182,7,-1,0,unknown,no
58,admin.,married,tertiary,no,7838,no,no,telephone,31,nov,93,3,-1,0,unknown,no
20,housemaid,married,primary,no,2164,yes,no,telephone,11,aug,59,2,-1,0,unknown,no
45,blue-collar,single,unknown,no,-707,yes,no,telephone,5,aug,526,1,-1,0,unknown,yes
